Unnamed: 0,image,xmin,ymin,xmax,ymax,class
4218,DRUSEN/DRUSEN-224974-30.jpeg,238,246,252,263,Softdrusen
4219,DRUSEN/DRUSEN-224974-30.jpeg,374,233,404,251,Softdrusen
4220,DRUSEN/DRUSEN-224974-30.jpeg,344,245,354,255,Softdrusen
4221,DRUSEN/DRUSEN-224974-30.jpeg,422,226,439,239,Softdrusen
4222,DRUSEN/DRUSEN-224974-30.jpeg,263,251,274,262,Softdrusen
4223,DRUSEN/DRUSEN-224974-30.jpeg,115,234,128,251,Softdrusen
4224,DRUSEN/DRUSEN-224974-30.jpeg,129,235,145,255,Softdrusen
4225,DRUSEN/DRUSEN-224974-30.jpeg,154,241,164,259,Softdrusen
4226,DRUSEN/DRUSEN-224974-30.jpeg,164,238,174,260,Softdrusen
4227,DRUSEN/DRUSEN-224974-30.jpeg,173,237,185,260,Softdrusen
4228,DRUSEN/DRUSEN-224974-30.jpeg,187,241,203,261,Softdrusen
4229,DRUSEN/DRUSEN-224974-30.jpeg,201,242,214,263,Softdrusen
4230,DRUSEN/DRUSEN-224974-30.jpeg,235,246,253,262,Softdrusen
4231,DRUSEN/DRUSEN-224974-30.jpeg,378,234,401,251,Softdrusen
4232,DRUSEN/DRUSEN-224974-30.jpeg,421,225,442,242,Softdrusen
4233,DRUSEN/DRUSEN-224974-30.jpeg,263,249,274,262,Softdrusen
4234,DRUSEN/DRUSEN-224974-32.jpeg,104,234,114,249,Softdrusen
4235,DRUSEN/DRUSEN-224974-32.jpeg,124,235,140,253,Softdrusen
4236,DRUSEN/DRUSEN-224974-32.jpeg,143,241,153,252,Softdrusen
4237,DRUSEN/DRUSEN-224974-32.jpeg,160,242,170,257,Softdrusen
4238,DRUSEN/DRUSEN-224974-32.jpeg,183,235,213,259,Softdrusen
4239,DRUSEN/DRUSEN-224974-32.jpeg,215,245,234,262,Softdrusen
4240,DRUSEN/DRUSEN-224974-32.jpeg,258,246,278,262,Softdrusen
4241,DRUSEN/DRUSEN-224974-32.jpeg,283,251,294,261,Softdrusen
4242,DRUSEN/DRUSEN-224974-32.jpeg,386,234,396,247,Softdrusen
4243,DRUSEN/DRUSEN-224974-32.jpeg,396,232,406,247,Softdrusen
4244,DRUSEN/DRUSEN-224974-32.jpeg,405,231,415,245,Softdrusen
4245,DRUSEN/DRUSEN-224974-32.jpeg,158,357,168,367,Softdrusen
4246,DRUSEN/DRUSEN-224974-32.jpeg,102,233,112,248,Softdrusen
4247,DRUSEN/DRUSEN-224974-32.jpeg,125,235,142,253,Softdrusen
4248,DRUSEN/DRUSEN-224974-32.jpeg,142,241,152,254,Softdrusen
4249,DRUSEN/DRUSEN-224974-32.jpeg,157,243,171,256,Softdrusen
4250,DRUSEN/DRUSEN-224974-32.jpeg,184,235,213,260,Softdrusen
4251,DRUSEN/DRUSEN-224974-32.jpeg,214,247,229,261,Softdrusen
4252,DRUSEN/DRUSEN-224974-32.jpeg,258,246,279,263,Softdrusen
4253,DRUSEN/DRUSEN-224974-32.jpeg,387,233,397,249,Softdrusen
4254,DRUSEN/DRUSEN-224974-32.jpeg,396,233,406,248,Softdrusen
4255,DRUSEN/DRUSEN-224974-32.jpeg,404,232,414,246,Softdrusen
4256,DRUSEN/DRUSEN-224974-32.jpeg,274,349,284,359,Softdrusen
4257,DRUSEN/DRUSEN-224974-32.jpeg,283,252,296,262,Softdrusen
4258,DRUSEN/DRUSEN-224974-34.jpeg,96,234,119,249,Softdrusen
4259,DRUSEN/DRUSEN-224974-34.jpeg,127,238,143,250,Softdrusen
4260,DRUSEN/DRUSEN-224974-34.jpeg,146,241,172,258,Softdrusen
4261,DRUSEN/DRUSEN-224974-34.jpeg,181,245,194,258,Softdrusen
4262,DRUSEN/DRUSEN-224974-34.jpeg,235,251,254,262,Softdrusen
4263,DRUSEN/DRUSEN-224974-34.jpeg,258,245,269,261,Softdrusen
4264,DRUSEN/DRUSEN-224974-34.jpeg,270,247,281,262,Softdrusen
4265,DRUSEN/DRUSEN-224974-34.jpeg,282,249,298,262,Softdrusen
4266,DRUSEN/DRUSEN-224974-34.jpeg,382,232,394,251,Softdrusen
4267,DRUSEN/DRUSEN-224974-34.jpeg,395,230,411,248,Softdrusen
4268,DRUSEN/DRUSEN-224974-34.jpeg,425,228,435,241,Softdrusen
4269,DRUSEN/DRUSEN-224974-34.jpeg,432,228,442,241,Softdrusen
4270,DRUSEN/DRUSEN-224974-34.jpeg,433,226,443,237,Softdrusen
4271,DRUSEN/DRUSEN-224974-34.jpeg,425,230,435,242,Softdrusen
4272,DRUSEN/DRUSEN-224974-34.jpeg,396,230,411,246,Softdrusen
4273,DRUSEN/DRUSEN-224974-34.jpeg,382,233,395,251,Softdrusen
4274,DRUSEN/DRUSEN-224974-34.jpeg,269,246,280,261,Softdrusen
4275,DRUSEN/DRUSEN-224974-34.jpeg,257,244,269,262,Softdrusen
4276,DRUSEN/DRUSEN-224974-34.jpeg,282,249,298,260,Softdrusen
4277,DRUSEN/DRUSEN-224974-34.jpeg,183,245,194,258,Softdrusen
4278,DRUSEN/DRUSEN-224974-34.jpeg,149,239,171,256,Softdrusen
4279,DRUSEN/DRUSEN-224974-34.jpeg,127,242,143,252,Softdrusen
4280,DRUSEN/DRUSEN-224974-34.jpeg,99,234,116,246,Softdrusen
4281,DRUSEN/DRUSEN-224974-34.jpeg,234,251,252,262,Softdrusen
4282,DRUSEN/DRUSEN-224974-34.jpeg,295,327,305,338,Softdrusen
4283,DRUSEN/DRUSEN-224974-36.jpeg,117,237,127,251,Softdrusen
4284,DRUSEN/DRUSEN-224974-36.jpeg,125,235,146,254,Softdrusen
4285,DRUSEN/DRUSEN-224974-36.jpeg,147,243,159,256,Softdrusen
4286,DRUSEN/DRUSEN-224974-36.jpeg,160,238,172,257,Softdrusen
4287,DRUSEN/DRUSEN-224974-36.jpeg,172,237,186,259,Softdrusen
4288,DRUSEN/DRUSEN-224974-36.jpeg,185,241,199,261,Softdrusen
4289,DRUSEN/DRUSEN-224974-36.jpeg,200,245,216,259,Softdrusen
4290,DRUSEN/DRUSEN-224974-36.jpeg,231,247,253,263,Softdrusen
4291,DRUSEN/DRUSEN-224974-36.jpeg,259,249,275,263,Softdrusen
4292,DRUSEN/DRUSEN-224974-36.jpeg,377,230,400,252,Softdrusen
4293,DRUSEN/DRUSEN-224974-36.jpeg,420,225,440,244,Softdrusen
4294,DRUSEN/DRUSEN-224974-38.jpeg,123,233,142,253,Softdrusen
4295,DRUSEN/DRUSEN-224974-38.jpeg,159,241,173,256,Softdrusen
4296,DRUSEN/DRUSEN-224974-38.jpeg,184,234,214,260,Softdrusen
4297,DRUSEN/DRUSEN-224974-38.jpeg,213,246,229,260,Softdrusen
4298,DRUSEN/DRUSEN-224974-38.jpeg,231,251,244,261,Softdrusen
4299,DRUSEN/DRUSEN-224974-38.jpeg,258,246,282,264,Softdrusen
4300,DRUSEN/DRUSEN-224974-38.jpeg,389,235,399,250,Softdrusen
4301,DRUSEN/DRUSEN-224974-38.jpeg,370,241,380,251,Softdrusen
4302,DRUSEN/DRUSEN-224974-38.jpeg,400,234,410,245,Softdrusen
4303,DRUSEN/DRUSEN-224974-38.jpeg,407,231,417,244,Softdrusen
4304,DRUSEN/DRUSEN-224974-38.jpeg,284,250,294,261,Softdrusen
4305,DRUSEN/DRUSEN-224974-38.jpeg,156,330,166,341,Softdrusen
4306,DRUSEN/DRUSEN-224974-38.jpeg,456,220,466,230,Softdrusen
4307,DRUSEN/DRUSEN-224974-38.jpeg,144,243,154,254,Softdrusen
4308,DRUSEN/DRUSEN-224974-38.jpeg,122,233,143,254,Softdrusen
4309,DRUSEN/DRUSEN-224974-38.jpeg,144,242,154,256,Softdrusen
4310,DRUSEN/DRUSEN-224974-38.jpeg,157,242,173,256,Softdrusen
4311,DRUSEN/DRUSEN-224974-38.jpeg,182,234,212,261,Softdrusen
4312,DRUSEN/DRUSEN-224974-38.jpeg,214,246,230,262,Softdrusen
4313,DRUSEN/DRUSEN-224974-38.jpeg,230,253,244,263,Softdrusen
4314,DRUSEN/DRUSEN-224974-38.jpeg,253,246,282,263,Softdrusen
4315,DRUSEN/DRUSEN-224974-38.jpeg,369,242,382,252,Softdrusen
4316,DRUSEN/DRUSEN-224974-38.jpeg,389,236,399,248,Softdrusen
4317,DRUSEN/DRUSEN-224974-38.jpeg,398,234,408,245,Softdrusen
4318,DRUSEN/DRUSEN-224974-38.jpeg,406,233,416,244,Softdrusen
4319,DRUSEN/DRUSEN-224974-38.jpeg,456,220,466,230,Softdrusen
4320,DRUSEN/DRUSEN-224974-38.jpeg,284,250,294,261,Softdrusen
4321,DRUSEN/DRUSEN-228939-1.jpeg,201,227,208,239,Softdrusen
4322,DRUSEN/DRUSEN-228939-1.jpeg,225,226,233,241,Softdrusen
4323,DRUSEN/DRUSEN-228939-1.jpeg,241,223,250,242,Softdrusen
4324,DRUSEN/DRUSEN-228939-1.jpeg,252,226,260,242,Softdrusen
4325,DRUSEN/DRUSEN-228939-1.jpeg,261,224,269,242,Softdrusen
4326,DRUSEN/DRUSEN-228939-1.jpeg,269,226,275,242,Softdrusen
4327,DRUSEN/DRUSEN-228939-1.jpeg,278,226,287,241,Softdrusen
4328,DRUSEN/DRUSEN-228939-1.jpeg,291,218,309,241,Softdrusen
4329,DRUSEN/DRUSEN-228939-1.jpeg,317,228,323,241,Softdrusen
4330,DRUSEN/DRUSEN-228939-1.jpeg,312,228,319,241,Softdrusen
4331,DRUSEN/DRUSEN-228939-1.jpeg,323,225,330,239,Softdrusen
4332,DRUSEN/DRUSEN-228939-2.jpeg,165,199,171,210,Softdrusen
4333,DRUSEN/DRUSEN-228939-2.jpeg,183,203,191,215,Softdrusen
4334,DRUSEN/DRUSEN-228939-2.jpeg,200,206,207,220,Softdrusen
4335,DRUSEN/DRUSEN-228939-2.jpeg,209,204,221,222,Softdrusen
4336,DRUSEN/DRUSEN-228939-2.jpeg,233,206,243,225,Softdrusen
4337,DRUSEN/DRUSEN-228939-2.jpeg,243,207,260,227,Softdrusen
4338,DRUSEN/DRUSEN-228939-2.jpeg,263,219,269,229,Softdrusen
4339,DRUSEN/DRUSEN-228939-2.jpeg,275,215,281,226,Softdrusen
4340,DRUSEN/DRUSEN-228939-2.jpeg,283,210,298,228,Softdrusen
4341,DRUSEN/DRUSEN-228939-2.jpeg,299,210,312,229,Softdrusen
4342,DRUSEN/DRUSEN-228939-2.jpeg,312,216,319,231,Softdrusen
4343,DRUSEN/DRUSEN-228939-2.jpeg,337,218,344,230,Softdrusen
4344,DRUSEN/DRUSEN-228939-2.jpeg,319,219,330,230,Softdrusen
4345,DRUSEN/DRUSEN-228939-2.jpeg,353,222,359,232,Softdrusen
4346,DRUSEN/DRUSEN-228939-2.jpeg,164,199,171,210,Softdrusen
4347,DRUSEN/DRUSEN-228939-2.jpeg,183,203,191,216,Softdrusen
4348,DRUSEN/DRUSEN-228939-2.jpeg,201,205,207,222,Softdrusen
4349,DRUSEN/DRUSEN-228939-2.jpeg,208,204,223,224,Softdrusen
4350,DRUSEN/DRUSEN-228939-2.jpeg,233,206,243,226,Softdrusen
4351,DRUSEN/DRUSEN-228939-2.jpeg,244,207,261,228,Softdrusen
4352,DRUSEN/DRUSEN-228939-2.jpeg,263,218,270,228,Softdrusen
4353,DRUSEN/DRUSEN-228939-2.jpeg,276,216,283,229,Softdrusen
4354,DRUSEN/DRUSEN-228939-2.jpeg,282,210,298,228,Softdrusen
4355,DRUSEN/DRUSEN-228939-2.jpeg,299,211,317,228,Softdrusen
4356,DRUSEN/DRUSEN-228939-2.jpeg,319,218,331,230,Softdrusen
4357,DRUSEN/DRUSEN-228939-2.jpeg,337,218,343,230,Softdrusen
4358,DRUSEN/DRUSEN-228939-2.jpeg,355,222,361,232,Softdrusen
4359,DRUSEN/DRUSEN-228939-6.jpeg,216,191,232,213,Softdrusen
4360,DRUSEN/DRUSEN-228939-6.jpeg,241,197,254,213,Softdrusen
4361,DRUSEN/DRUSEN-228939-6.jpeg,259,194,281,214,Softdrusen
4362,DRUSEN/DRUSEN-228939-6.jpeg,289,200,301,214,Softdrusen
4363,DRUSEN/DRUSEN-228939-6.jpeg,307,199,322,213,Softdrusen
4364,DRUSEN/DRUSEN-228939-6.jpeg,348,195,379,215,Softdrusen
4365,DRUSEN/DRUSEN-228939-6.jpeg,401,202,417,214,Softdrusen
4366,DRUSEN/DRUSEN-228939-6.jpeg,216,192,234,212,Softdrusen
4367,DRUSEN/DRUSEN-228939-6.jpeg,241,196,255,212,Softdrusen
4368,DRUSEN/DRUSEN-228939-6.jpeg,261,193,281,214,Softdrusen
4369,DRUSEN/DRUSEN-228939-6.jpeg,290,200,301,214,Softdrusen
4370,DRUSEN/DRUSEN-228939-6.jpeg,306,201,323,214,Softdrusen
4371,DRUSEN/DRUSEN-228939-6.jpeg,346,194,380,214,Softdrusen
4372,DRUSEN/DRUSEN-228939-6.jpeg,398,202,416,214,Softdrusen
4373,DRUSEN/DRUSEN-228939-8.jpeg,188,193,199,207,Softdrusen
4374,DRUSEN/DRUSEN-228939-8.jpeg,213,197,224,211,Softdrusen
4375,DRUSEN/DRUSEN-228939-8.jpeg,261,199,285,214,Softdrusen
4376,DRUSEN/DRUSEN-228939-8.jpeg,293,191,314,216,Softdrusen
4377,DRUSEN/DRUSEN-228939-8.jpeg,338,202,348,213,Softdrusen
4378,DRUSEN/DRUSEN-228939-8.jpeg,351,197,372,215,Softdrusen
4379,DRUSEN/DRUSEN-228939-10.jpeg,214,223,221,238,Softdrusen
4380,DRUSEN/DRUSEN-228939-10.jpeg,221,219,228,241,Softdrusen
4381,DRUSEN/DRUSEN-228939-10.jpeg,228,221,236,243,Softdrusen
4382,DRUSEN/DRUSEN-228939-10.jpeg,253,226,261,243,Softdrusen
4383,DRUSEN/DRUSEN-228939-10.jpeg,262,222,277,246,Softdrusen
4384,DRUSEN/DRUSEN-228939-10.jpeg,277,231,287,248,Softdrusen
4385,DRUSEN/DRUSEN-228939-10.jpeg,289,233,297,248,Softdrusen
4386,DRUSEN/DRUSEN-228939-10.jpeg,301,224,321,248,Softdrusen
4387,DRUSEN/DRUSEN-228939-10.jpeg,336,241,342,252,Softdrusen
4388,DRUSEN/DRUSEN-228939-11.jpeg,185,192,193,204,Softdrusen
4389,DRUSEN/DRUSEN-228939-11.jpeg,198,194,205,206,Softdrusen
4390,DRUSEN/DRUSEN-228939-11.jpeg,203,194,210,206,Softdrusen
4391,DRUSEN/DRUSEN-228939-11.jpeg,208,195,215,206,Softdrusen
4392,DRUSEN/DRUSEN-228939-11.jpeg,212,192,223,210,Softdrusen
4393,DRUSEN/DRUSEN-228939-11.jpeg,233,189,247,205,Softdrusen
4394,DRUSEN/DRUSEN-228939-11.jpeg,249,187,257,204,Softdrusen
4395,DRUSEN/DRUSEN-228939-11.jpeg,257,188,263,203,Softdrusen
4396,DRUSEN/DRUSEN-228939-11.jpeg,263,185,275,202,Softdrusen
4397,DRUSEN/DRUSEN-228939-11.jpeg,277,183,289,201,Softdrusen
4398,DRUSEN/DRUSEN-228939-11.jpeg,294,185,301,199,Softdrusen
4399,DRUSEN/DRUSEN-228939-11.jpeg,300,179,320,198,Softdrusen
4400,DRUSEN/DRUSEN-228939-11.jpeg,321,183,328,197,Softdrusen
4401,DRUSEN/DRUSEN-228939-11.jpeg,329,184,335,195,Softdrusen
4402,DRUSEN/DRUSEN-228939-11.jpeg,335,182,344,196,Softdrusen
4403,DRUSEN/DRUSEN-228939-13.jpeg,192,183,202,197,Softdrusen
4404,DRUSEN/DRUSEN-228939-13.jpeg,202,181,212,198,Softdrusen
4405,DRUSEN/DRUSEN-228939-13.jpeg,212,181,222,200,Softdrusen
4406,DRUSEN/DRUSEN-228939-13.jpeg,250,185,261,201,Softdrusen
4407,DRUSEN/DRUSEN-228939-13.jpeg,263,174,283,200,Softdrusen
4408,DRUSEN/DRUSEN-228939-13.jpeg,286,185,302,201,Softdrusen
4409,DRUSEN/DRUSEN-228939-13.jpeg,303,189,316,201,Softdrusen
4410,DRUSEN/DRUSEN-228939-13.jpeg,320,177,350,203,Softdrusen
4411,DRUSEN/DRUSEN-228939-13.jpeg,352,190,362,200,Softdrusen
4412,DRUSEN/DRUSEN-228939-13.jpeg,190,185,201,197,Softdrusen
4413,DRUSEN/DRUSEN-228939-13.jpeg,202,182,212,199,Softdrusen
4414,DRUSEN/DRUSEN-228939-13.jpeg,212,182,222,199,Softdrusen
4415,DRUSEN/DRUSEN-228939-13.jpeg,251,183,261,199,Softdrusen
4416,DRUSEN/DRUSEN-228939-13.jpeg,262,178,282,200,Softdrusen
4417,DRUSEN/DRUSEN-228939-13.jpeg,288,186,301,201,Softdrusen
4418,DRUSEN/DRUSEN-228939-13.jpeg,304,191,316,201,Softdrusen
4419,DRUSEN/DRUSEN-228939-13.jpeg,319,178,349,202,Softdrusen
4420,DRUSEN/DRUSEN-228939-13.jpeg,352,190,363,200,Softdrusen
4421,DRUSEN/DRUSEN-228939-15.jpeg,225,184,235,198,Softdrusen
4422,DRUSEN/DRUSEN-228939-15.jpeg,176,184,186,197,Softdrusen
4423,DRUSEN/DRUSEN-228939-15.jpeg,234,182,244,198,Softdrusen
4424,DRUSEN/DRUSEN-228939-15.jpeg,251,188,262,201,Softdrusen
4425,DRUSEN/DRUSEN-228939-15.jpeg,263,190,273,201,Softdrusen
4426,DRUSEN/DRUSEN-228939-15.jpeg,276,181,294,202,Softdrusen
4427,DRUSEN/DRUSEN-228939-15.jpeg,302,190,312,202,Softdrusen
4428,DRUSEN/DRUSEN-228939-15.jpeg,315,191,325,201,Softdrusen
4429,DRUSEN/DRUSEN-228939-15.jpeg,323,191,334,202,Softdrusen
4430,DRUSEN/DRUSEN-228939-15.jpeg,332,188,345,203,Softdrusen
4431,DRUSEN/DRUSEN-228939-15.jpeg,362,185,386,203,Softdrusen
4432,DRUSEN/DRUSEN-228939-15.jpeg,385,190,395,202,Softdrusen
4433,DRUSEN/DRUSEN-228939-15.jpeg,409,191,423,203,Softdrusen
4434,DRUSEN/DRUSEN-228939-15.jpeg,409,191,423,202,Softdrusen
4435,DRUSEN/DRUSEN-228939-15.jpeg,176,185,186,196,Softdrusen
4436,DRUSEN/DRUSEN-228939-15.jpeg,227,181,237,199,Softdrusen
4437,DRUSEN/DRUSEN-228939-15.jpeg,234,182,244,199,Softdrusen
4438,DRUSEN/DRUSEN-228939-15.jpeg,250,187,262,198,Softdrusen
4439,DRUSEN/DRUSEN-228939-15.jpeg,263,189,273,200,Softdrusen
4440,DRUSEN/DRUSEN-228939-15.jpeg,277,180,293,200,Softdrusen
4441,DRUSEN/DRUSEN-228939-15.jpeg,295,191,305,201,Softdrusen
4442,DRUSEN/DRUSEN-228939-15.jpeg,304,191,314,201,Softdrusen
4443,DRUSEN/DRUSEN-228939-15.jpeg,314,190,324,201,Softdrusen
4444,DRUSEN/DRUSEN-228939-15.jpeg,323,189,334,201,Softdrusen
4445,DRUSEN/DRUSEN-228939-15.jpeg,334,189,344,202,Softdrusen
4446,DRUSEN/DRUSEN-228939-15.jpeg,361,183,385,201,Softdrusen
4447,DRUSEN/DRUSEN-228939-15.jpeg,386,191,396,201,Softdrusen
4448,DRUSEN/DRUSEN-228939-17.jpeg,186,185,196,198,Softdrusen
4449,DRUSEN/DRUSEN-228939-17.jpeg,200,184,211,198,Softdrusen
4450,DRUSEN/DRUSEN-228939-17.jpeg,214,186,224,199,Softdrusen
4451,DRUSEN/DRUSEN-228939-17.jpeg,221,185,231,200,Softdrusen
4452,DRUSEN/DRUSEN-228939-17.jpeg,228,184,238,200,Softdrusen
4453,DRUSEN/DRUSEN-228939-17.jpeg,240,186,250,200,Softdrusen
4454,DRUSEN/DRUSEN-228939-17.jpeg,256,183,271,202,Softdrusen
4455,DRUSEN/DRUSEN-228939-17.jpeg,274,180,294,200,Softdrusen
4456,DRUSEN/DRUSEN-228939-17.jpeg,312,187,322,199,Softdrusen
4457,DRUSEN/DRUSEN-228939-17.jpeg,332,188,342,199,Softdrusen
4458,DRUSEN/DRUSEN-228939-17.jpeg,360,183,379,201,Softdrusen
4459,DRUSEN/DRUSEN-228939-17.jpeg,378,186,388,202,Softdrusen
4460,DRUSEN/DRUSEN-228939-17.jpeg,421,192,431,202,Softdrusen
4461,DRUSEN/DRUSEN-228939-17.jpeg,186,184,196,197,Softdrusen
4462,DRUSEN/DRUSEN-228939-17.jpeg,201,184,211,197,Softdrusen
4463,DRUSEN/DRUSEN-228939-17.jpeg,214,185,224,197,Softdrusen
4464,DRUSEN/DRUSEN-228939-17.jpeg,221,185,231,198,Softdrusen
4465,DRUSEN/DRUSEN-228939-17.jpeg,227,185,237,198,Softdrusen
4466,DRUSEN/DRUSEN-228939-17.jpeg,241,186,251,199,Softdrusen
4467,DRUSEN/DRUSEN-228939-17.jpeg,255,183,271,200,Softdrusen
4468,DRUSEN/DRUSEN-228939-17.jpeg,273,181,294,200,Softdrusen
4469,DRUSEN/DRUSEN-228939-17.jpeg,313,188,323,199,Softdrusen
4470,DRUSEN/DRUSEN-228939-17.jpeg,321,189,331,199,Softdrusen
4471,DRUSEN/DRUSEN-228939-17.jpeg,330,188,340,199,Softdrusen
4472,DRUSEN/DRUSEN-228939-17.jpeg,359,181,375,202,Softdrusen
4473,DRUSEN/DRUSEN-228939-17.jpeg,376,187,386,202,Softdrusen
4474,DRUSEN/DRUSEN-228939-17.jpeg,422,192,432,202,Softdrusen
4475,DRUSEN/DRUSEN-228939-19.jpeg,180,262,190,275,Softdrusen
4476,DRUSEN/DRUSEN-228939-19.jpeg,199,263,212,276,Softdrusen
4477,DRUSEN/DRUSEN-228939-19.jpeg,217,263,231,278,Softdrusen
4478,DRUSEN/DRUSEN-228939-19.jpeg,239,261,252,278,Softdrusen
4479,DRUSEN/DRUSEN-228939-19.jpeg,267,265,288,282,Softdrusen
4480,DRUSEN/DRUSEN-228939-19.jpeg,293,266,309,281,Softdrusen
4481,DRUSEN/DRUSEN-228939-19.jpeg,314,261,339,282,Softdrusen
4482,DRUSEN/DRUSEN-228939-19.jpeg,340,274,350,284,Softdrusen
4483,DRUSEN/DRUSEN-228939-19.jpeg,361,268,374,283,Softdrusen
4484,DRUSEN/DRUSEN-228939-19.jpeg,474,281,484,291,Softdrusen
4485,DRUSEN/DRUSEN-228939-19.jpeg,182,263,192,274,Softdrusen
4486,DRUSEN/DRUSEN-228939-19.jpeg,197,263,212,274,Softdrusen
4487,DRUSEN/DRUSEN-228939-19.jpeg,215,264,229,277,Softdrusen
4488,DRUSEN/DRUSEN-228939-19.jpeg,239,262,252,278,Softdrusen
4489,DRUSEN/DRUSEN-228939-19.jpeg,268,264,288,281,Softdrusen
4490,DRUSEN/DRUSEN-228939-19.jpeg,294,266,309,282,Softdrusen
4491,DRUSEN/DRUSEN-228939-19.jpeg,314,262,338,283,Softdrusen
4492,DRUSEN/DRUSEN-228939-19.jpeg,339,273,349,283,Softdrusen
4493,DRUSEN/DRUSEN-228939-19.jpeg,360,269,375,283,Softdrusen
4494,DRUSEN/DRUSEN-228939-19.jpeg,475,281,485,291,Softdrusen
4495,DRUSEN/DRUSEN-228939-21.jpeg,151,258,161,269,Softdrusen
4496,DRUSEN/DRUSEN-228939-21.jpeg,188,260,198,275,Softdrusen
4497,DRUSEN/DRUSEN-228939-21.jpeg,218,257,235,279,Softdrusen
4498,DRUSEN/DRUSEN-228939-21.jpeg,236,265,246,280,Softdrusen
4499,DRUSEN/DRUSEN-228939-21.jpeg,246,263,257,280,Softdrusen
4500,DRUSEN/DRUSEN-228939-21.jpeg,261,261,284,281,Softdrusen
4501,DRUSEN/DRUSEN-228939-21.jpeg,293,268,304,283,Softdrusen
4502,DRUSEN/DRUSEN-228939-21.jpeg,316,267,329,283,Softdrusen
4503,DRUSEN/DRUSEN-228939-21.jpeg,347,264,380,284,Softdrusen
4504,DRUSEN/DRUSEN-228939-21.jpeg,402,274,419,287,Softdrusen
4505,DRUSEN/DRUSEN-228939-21.jpeg,309,273,319,283,Softdrusen
4506,DRUSEN/DRUSEN-228939-21.jpeg,187,263,197,274,Softdrusen
4507,DRUSEN/DRUSEN-228939-21.jpeg,151,258,161,268,Softdrusen
4508,DRUSEN/DRUSEN-228939-21.jpeg,218,257,234,278,Softdrusen
4509,DRUSEN/DRUSEN-228939-21.jpeg,236,267,246,279,Softdrusen
4510,DRUSEN/DRUSEN-228939-21.jpeg,246,266,257,281,Softdrusen
4511,DRUSEN/DRUSEN-228939-21.jpeg,262,261,284,282,Softdrusen
4512,DRUSEN/DRUSEN-228939-21.jpeg,293,267,305,281,Softdrusen
4513,DRUSEN/DRUSEN-228939-21.jpeg,307,273,317,283,Softdrusen
4514,DRUSEN/DRUSEN-228939-21.jpeg,316,268,327,283,Softdrusen
4515,DRUSEN/DRUSEN-228939-21.jpeg,350,264,378,284,Softdrusen
4516,DRUSEN/DRUSEN-228939-21.jpeg,401,275,420,287,Softdrusen
4517,DRUSEN/DRUSEN-228939-23.jpeg,188,259,198,275,Softdrusen
4518,DRUSEN/DRUSEN-228939-23.jpeg,213,263,226,278,Softdrusen
4519,DRUSEN/DRUSEN-228939-23.jpeg,244,265,255,280,Softdrusen
4520,DRUSEN/DRUSEN-228939-23.jpeg,264,263,284,284,Softdrusen
4521,DRUSEN/DRUSEN-228939-23.jpeg,294,265,313,284,Softdrusen
4522,DRUSEN/DRUSEN-228939-23.jpeg,320,271,330,282,Softdrusen
4523,DRUSEN/DRUSEN-228939-23.jpeg,354,265,366,284,Softdrusen
4524,DRUSEN/DRUSEN-228939-23.jpeg,367,275,377,285,Softdrusen
4525,DRUSEN/DRUSEN-228939-25.jpeg,172,226,177,237,Softdrusen
4526,DRUSEN/DRUSEN-228939-25.jpeg,176,227,181,237,Softdrusen
4527,DRUSEN/DRUSEN-228939-25.jpeg,182,221,188,234,Softdrusen
4528,DRUSEN/DRUSEN-228939-25.jpeg,189,221,194,233,Softdrusen
4529,DRUSEN/DRUSEN-228939-25.jpeg,198,215,204,231,Softdrusen
4530,DRUSEN/DRUSEN-228939-25.jpeg,205,212,214,227,Softdrusen
4531,DRUSEN/DRUSEN-228939-25.jpeg,226,212,234,224,Softdrusen
4532,DRUSEN/DRUSEN-228939-25.jpeg,237,203,243,218,Softdrusen
4533,DRUSEN/DRUSEN-228939-25.jpeg,245,195,256,216,Softdrusen
4534,DRUSEN/DRUSEN-228939-25.jpeg,257,190,266,212,Softdrusen
4535,DRUSEN/DRUSEN-228939-25.jpeg,270,186,281,206,Softdrusen
4536,DRUSEN/DRUSEN-228939-25.jpeg,285,185,292,198,Softdrusen
4537,DRUSEN/DRUSEN-228939-25.jpeg,293,177,299,194,Softdrusen
4538,DRUSEN/DRUSEN-228939-25.jpeg,299,175,302,193,Softdrusen
4539,DRUSEN/DRUSEN-228939-25.jpeg,302,174,307,191,Softdrusen
4540,DRUSEN/DRUSEN-228939-25.jpeg,313,172,320,187,Softdrusen
4541,DRUSEN/DRUSEN-228939-25.jpeg,323,169,327,181,Softdrusen
4542,DRUSEN/DRUSEN-228939-25.jpeg,329,164,336,179,Softdrusen
4543,DRUSEN/DRUSEN-228939-25.jpeg,219,212,224,224,Softdrusen
4544,DRUSEN/DRUSEN-228939-25.jpeg,166,231,169,242,Softdrusen
4545,DRUSEN/DRUSEN-228939-25.jpeg,308,177,311,189,Softdrusen
4546,DRUSEN/DRUSEN-228939-25.jpeg,194,217,197,231,Softdrusen
4547,DRUSEN/DRUSEN-228939-25.jpeg,166,230,169,241,Softdrusen
4548,DRUSEN/DRUSEN-228939-25.jpeg,171,226,177,237,Softdrusen
4549,DRUSEN/DRUSEN-228939-25.jpeg,176,227,180,238,Softdrusen
